,StringNumber,Number,trueBox,predBox,IOU,Detected,TrueClass,Pred_text,True_text,txt_corr
270,270,270,"[160, 596, 331, 635]","[211, 271, 370, 521]",0.0,0,1,0,0,0
271,271,271,"[354, 358, 577, 415]","[343, 291, 489, 394]",0.21644872677219545,0,1,0,0,0
272,272,272,"[508, 544, 849, 616]","[347, 415, 684, 683]",0.12548680645255275,0,1,0,0,0
273,273,273,"[114, 461, 259, 583]","[186, 211, 689, 695]",0.035934242941065,0,1,0,0,0
274,274,274,"[885, 389, 1013, 504]","[137, 100, 631, 650]",0.0,0,1,0,0,0
275,275,275,"[815, 311, 990, 408]","[193, 140, 814, 692]",0.0,0,1,0,0,0
276,276,276,"[534, 390, 823, 471]","[461, 407, 699, 442]",0.22629506210239322,0,1,0,978559,0
277,277,277,"[229, 339, 395, 445]","[224, 297, 805, 692]",0.07753219480023604,0,1,0,0,0
278,278,278,"[44, 428, 207, 490]","[199, 169, 488, 460]",0.0031357229583487303,0,1,0,0,0
279,279,279,"[419, 479, 597, 533]","[205, 180, 608, 520]",0.053665117673512217,0,1,0,0,0
280,280,280,"[600, 1257, 1015, 1342]","[392, 367, 1145, 1133]",0.0,0,1,0,0,0
281,281,281,"[595, 1023, 1027, 1146]","[525, 513, 1207, 1180]",0.1176826434977775,0,1,0,0,0
282,282,282,"[458, 403, 747, 470]","[323, 309, 651, 636]",0.1152743795875568,0,1,0,1903834,0
283,283,283,"[519, 429, 737, 481]","[371, 442, 664, 611]",0.104759000484331,0,1,0,1903834,0
284,284,284,"[949, 1393, 1249, 1523]","[337, 328, 1082, 1110]",0.0,0,1,0,0,0
285,285,285,"[418, 596, 669, 651]","[233, 230, 625, 652]",0.06904441533345583,0,1,0,0,0
286,286,286,"[413, 620, 569, 688]","[263, 283, 606, 605]",0.0,0,1,0,0,0
287,287,287,"[173, 443, 334, 494]","[231, 320, 596, 473]",0.052368267169124814,0,1,0,0,0
288,288,288,"[275, 657, 478, 700]","[459, 345, 622, 665]",0.0029296875,0,1,0,984859,0
289,289,289,"[273, 588, 451, 630]","[281, 275, 545, 580]",0.0,0,1,0,984859,0
290,290,290,"[431, 516, 660, 600]","[436, 409, 685, 596]",0.3771339886187274,0,1,0,0,0
291,291,291,"[280, 449, 465, 528]","[205, 118, 794, 560]",0.056930787772123806,0,1,0,0,0
292,292,292,"[187, 348, 320, 406]","[236, 113, 664, 470]",0.03205025787196513,0,1,0,0,0
293,293,293,"[702, 320, 921, 395]","[182, 168, 805, 427]",0.046207090075764665,0,1,0,0,0
294,294,294,"[768, 417, 896, 495]","[195, 126, 591, 358]",0.0,0,1,0,0,0
295,295,295,"[567, 407, 758, 450]","[298, 287, 740, 705]",0.04107097833259124,0,1,0,2031528,0
296,296,296,"[862, 474, 1006, 553]","[273, 196, 797, 697]",0.0,0,1,0,0,0
297,297,297,"[29, 542, 151, 641]","[284, 303, 746, 696]",0.0,0,1,0,0,0
298,298,298,"[495, 550, 704, 597]","[242, 253, 784, 696]",0.041809765566671646,0,1,0,2031528,0
299,299,299,"[1264, 999, 1383, 1253]","[313, 294, 1016, 944]",0.0,0,1,0,0,0
300,300,300,"[580, 448, 705, 508]","[232, 214, 583, 560]",0.0018829194511752812,0,1,0,0,0
301,301,301,"[356, 1344, 727, 1410]","[229, 219, 971, 859]",0.0,0,1,0,0,0
302,302,302,"[900, 965, 1216, 1065]","[357, 391, 1218, 1223]",0.04458906532450567,0,1,0,0,0
303,303,303,"[243, 380, 421, 417]","[178, 182, 378, 409]",0.08403707518022657,0,1,0,1589254,0
304,304,304,"[245, 292, 405, 333]","[140, 129, 378, 360]",0.0994662613552013,0,1,0,1589264,0
305,305,305,"[295, 1161, 726, 1384]","[553, 569, 1405, 1405]",0.050503205040991095,0,1,0,0,0
306,306,306,"[688, 1141, 1319, 1290]","[387, 391, 1299, 1244]",0.07849501883199689,0,1,0,2008083,0
307,307,307,"[1583, 917, 1867, 1053]","[465, 453, 1294, 1302]",0.0,0,1,0,0,0
308,308,308,"[256, 1028, 550, 1188]","[379, 379, 1261, 1210]",0.03670444649742398,0,1,0,0,0
309,309,309,"[790, 1330, 1313, 1450]","[576, 640, 1344, 1347]",0.01576139994385252,0,1,0,2008083,0
310,310,310,"[1360, 1128, 1711, 1295]","[442, 456, 1437, 1457]",0.012551435599181628,0,1,0,0,0
311,311,311,"[497, 984, 843, 1036]","[337, 414, 740, 931]",0.0,0,1,0,0,0
312,312,312,"[407, 885, 748, 950]","[444, 343, 857, 909]",0.03053847848288844,0,1,0,0,0
313,313,313,"[491, 520, 718, 579]","[390, 289, 657, 562]",0.08983998698877782,0,1,0,1797224,0
314,314,314,"[499, 353, 806, 414]","[277, 264, 657, 579]",0.07604486477313051,0,1,0,1797223,0
315,315,315,"[696, 1262, 1192, 1364]","[543, 539, 1268, 948]",0.0,0,1,0,1167579,0
316,316,316,"[90, 901, 325, 1147]","[270, 274, 1188, 1102]",0.01398561627830783,0,1,0,0,0
317,317,317,"[1619, 1101, 1894, 1317]","[348, 341, 1163, 1148]",0.0,0,1,0,0,0
318,318,318,"[886, 758, 1278, 850]","[459, 575, 1370, 1109]",0.07490777176586326,0,1,0,1167579,0
319,319,319,"[890, 766, 1278, 843]","[459, 575, 1370, 1109]",0.06218642400393507,0,1,0,1167579,0
320,320,320,"[38, 942, 293, 1160]","[332, 356, 1158, 1152]",0.0,0,1,0,0,0
321,321,321,"[1364, 824, 1670, 973]","[535, 495, 1321, 1217]",0.0,0,1,0,0,0
322,322,322,"[177, 522, 345, 575]","[170, 165, 420, 470]",0.0,0,1,0,0,0
323,323,323,"[280, 422, 479, 469]","[187, 194, 526, 455]",0.07400957771005659,0,1,0,0,0
324,324,324,"[237, 622, 437, 678]","[268, 222, 620, 610]",0.0,0,1,0,0,0
325,325,325,"[206, 645, 433, 686]","[507, 209, 628, 579]",0.0,0,1,0,0,0
326,326,326,"[201, 802, 439, 839]","[244, 261, 694, 701]",0.0,0,1,0,0,0
327,327,327,"[225, 595, 469, 646]","[333, 604, 641, 706]",0.15231668218016342,0,1,0,1884557,0
328,328,328,"[308, 1219, 566, 1287]","[284, 317, 956, 864]",0.0,0,1,0,0,0
329,329,329,"[599, 445, 765, 515]","[216, 209, 566, 516]",0.0,0,1,0,0,0
330,330,330,"[99, 453, 224, 526]","[247, 308, 596, 429]",0.0,0,1,0,0,0
331,331,331,"[741, 454, 861, 539]","[251, 380, 548, 573]",0.0,0,1,0,0,0
332,332,332,"[195, 490, 338, 561]","[230, 208, 534, 541]",0.05318569954020831,0,1,0,0,0
333,333,333,"[1, 479, 77, 567]","[257, 205, 558, 571]",0.0,0,1,0,0,0
334,334,334,"[246, 651, 506, 708]","[268, 240, 640, 587]",0.0,0,1,0,0,0
335,335,335,"[231, 368, 497, 439]","[255, 299, 479, 422]",0.3561253561253561,0,1,0,759616,0
336,336,336,"[904, 1152, 1176, 1273]","[444, 388, 1251, 1278]",0.04626295962929626,0,1,0,0,0
337,337,337,"[321, 593, 702, 667]","[164, 186, 618, 626]",0.0462283219192145,0,1,0,0,0
338,338,338,"[175, 483, 427, 616]","[190, 428, 307, 564]",0.23955238661121014,0,1,0,0,0
339,339,339,"[278, 946, 562, 1130]","[341, 355, 1085, 1197]",0.06420297331519954,0,1,0,0,0
340,340,340,"[145, 953, 435, 1156]","[460, 377, 1226, 1202]",0.0,0,1,0,0,0
341,341,341,"[1376, 830, 1621, 1027]","[450, 460, 1506, 1377]",0.026118320887406656,0,1,0,0,0
342,342,342,"[657, 1068, 1124, 1181]","[391, 617, 1314, 1271]",0.08815306830574006,0,1,0,1497958,0
343,343,343,"[313, 930, 568, 1102]","[377, 380, 1326, 1315]",0.03689551602182452,0,1,0,0,0
344,344,344,"[1405, 953, 1683, 1145]","[444, 551, 1399, 1375]",0.0,0,1,0,0,0
345,345,345,"[613, 1039, 811, 1092]","[445, 435, 1066, 1066]",0.013990227931244005,0,1,0,0,0
346,346,346,"[453, 841, 610, 878]","[412, 437, 871, 875]",0.02732024464710939,0,1,0,0,0
347,347,347,"[113, 397, 203, 480]","[196, 203, 557, 425]",0.0026322358120220565,0,1,0,0,0
348,348,348,"[793, 384, 873, 455]","[433, 230, 581, 557]",0.0,0,1,0,0,0
349,349,349,"[366, 549, 581, 594]","[271, 361, 517, 519]",0.0,0,1,0,1239467,0
350,350,350,"[143, 475, 249, 554]","[384, 335, 544, 441]",0.0,0,1,0,0,0
351,351,351,"[333, 452, 533, 497]","[286, 318, 511, 484]",0.1437890995837492,0,1,0,1239467,0
352,352,352,"[48, 563, 192, 627]","[205, 207, 495, 429]",0.0,0,1,0,0,0
353,353,353,"[636, 1048, 868, 1104]","[397, 515, 1025, 1033]",0.0,0,1,0,1723523,0
354,354,354,"[593, 1182, 870, 1248]","[456, 571, 1048, 1138]",0.0,0,1,0,1723523,0
355,355,355,"[1071, 450, 1386, 523]","[149, 138, 994, 858]",0.0,0,1,0,1265782,0
356,356,356,"[845, 598, 1123, 681]","[401, 380, 1284, 790]",0.06450440928757803,0,1,0,0,0
357,357,357,"[85, 668, 433, 778]","[138, 106, 567, 394]",0.0,0,1,0,0,0
358,358,358,"[101, 585, 249, 659]","[156, 150, 539, 556]",0.0,0,1,0,0,0
359,359,359,"[239, 605, 457, 657]","[289, 274, 418, 615]",0.026172740084558083,0,1,0,1647075,0
360,360,360,"[265, 628, 481, 675]","[194, 213, 555, 295]",0.0,0,1,0,1647075,0
361,361,361,"[247, 697, 484, 749]","[345, 352, 589, 634]",0.0,0,1,0,1647075,0
362,362,362,"[42, 576, 152, 653]","[240, 220, 545, 554]",0.0,0,1,0,0,0
363,363,363,"[497, 567, 655, 653]","[294, 268, 612, 621]",0.05299927728258251,0,1,0,0,0
364,364,364,"[530, 480, 653, 544]","[112, 189, 448, 447]",0.0,0,1,0,0,0
365,365,365,"[308, 1027, 476, 1117]","[462, 468, 1139, 1098]",0.002442792292537948,0,1,0,0,0
366,366,366,"[313, 606, 473, 647]","[307, 307, 600, 584]",0.0,0,1,0,1725947,0
367,367,367,"[246, 660, 561, 728]","[365, 420, 410, 506]",0.0,0,1,0,0,0
368,368,368,"[405, 432, 646, 487]","[226, 228, 562, 522]",0.08497968670463604,0,1,0,2091498,0
369,369,369,"[261, 287, 402, 350]","[200, 218, 420, 421]",0.20157927424363412,0,1,0,0,0
370,370,370,"[214, 433, 337, 491]","[215, 258, 454, 501]",0.1237994506900493,0,1,0,0,0
371,371,371,"[738, 303, 820, 374]","[200, 275, 641, 542]",0.0,0,1,0,0,0
372,372,372,"[133, 445, 274, 547]","[166, 182, 520, 530]",0.07258395471826679,0,1,0,0,0
373,373,373,"[633, 471, 767, 546]","[492, 310, 707, 532]",0.08646658484882294,0,1,0,0,0
374,374,374,"[349, 594, 574, 649]","[371, 369, 569, 634]",0.14206613153175116,0,1,0,1771866,0
375,375,375,"[1427, 516, 1634, 751]","[250, 260, 974, 996]",0.0,0,1,0,0,0
376,376,376,"[1518, 463, 1719, 700]","[278, 286, 1157, 1117]",0.0,0,1,0,0,0
377,377,377,"[800, 959, 1272, 1087]","[242, 205, 1085, 1085]",0.04727832671013291,0,1,0,1815528,0
378,378,378,"[873, 719, 1318, 905]","[358, 351, 1392, 1381]",0.07815872212616615,0,1,0,1815528,0
379,379,379,"[1586, 423, 1772, 532]","[130, 103, 1155, 876]",0.0,0,1,0,0,0
380,380,380,"[126, 703, 334, 857]","[204, 198, 1151, 1024]",0.0255060382923453,0,1,0,0,0
381,381,381,"[437, 439, 547, 474]","[196, 169, 460, 475]",0.010226425367216258,0,1,0,0,0
382,382,382,"[57, 524, 169, 587]","[134, 191, 505, 480]",0.0,0,1,0,0,0
383,383,383,"[142, 423, 266, 472]","[167, 438, 227, 458]",0.20496,0,1,0,0,0
384,384,384,"[340, 543, 473, 582]","[139, 172, 437, 389]",0.0,0,1,0,0,0
385,385,385,"[441, 810, 707, 876]","[363, 403, 897, 864]",0.058652256224687865,0,1,0,1283469,0
386,386,386,"[536, 804, 778, 863]","[362, 399, 826, 931]",0.05882708951158991,0,1,0,1283469,0
387,387,387,"[587, 1134, 1128, 1241]","[608, 959, 1240, 1241]",0.3101754618068763,0,1,0,0,0
388,388,388,"[98, 508, 340, 666]","[145, 148, 444, 530]",0.030249146139342008,0,1,0,0,0
389,389,389,"[309, 288, 697, 403]","[256, 332, 591, 637]",0.15973158571383775,0,1,0,791536,0
390,390,390,"[360, 540, 497, 585]","[282, 238, 624, 611]",0.04948472895651767,0,1,0,1785615,0
391,391,391,"[897, 490, 1050, 538]","[163, 181, 645, 607]",0.0,0,1,0,0,0
392,392,392,"[10, 664, 189, 716]","[266, 286, 630, 638]",0.0,0,1,0,0,0
393,393,393,"[257, 704, 499, 759]","[291, 311, 652, 660]",0.0,0,1,0,0,0
394,394,394,"[231, 650, 464, 701]","[179, 274, 542, 469]",0.0,0,1,0,1899119,0
395,395,395,"[520, 656, 644, 702]","[261, 251, 610, 633]",0.0,0,1,0,0,0
396,396,396,"[460, 695, 581, 738]","[335, 392, 606, 672]",0.0,0,1,0,0,0
397,397,397,"[494, 647, 628, 696]","[221, 343, 612, 625]",0.0,0,1,0,0,0
398,398,398,"[43, 646, 162, 699]","[354, 367, 570, 623]",0.0,0,1,0,0,0
399,399,399,"[713, 442, 868, 510]","[202, 226, 499, 522]",0.0,0,1,0,0,0
400,400,400,"[49, 578, 180, 681]","[115, 181, 549, 516]",0.0,0,1,0,0,0
401,401,401,"[497, 664, 641, 728]","[229, 343, 655, 634]",0.0,0,1,0,1916294,0
402,402,402,"[509, 556, 642, 622]","[197, 390, 603, 673]",0.05384895220852615,0,1,0,0,0
403,403,403,"[125, 477, 327, 567]","[190, 201, 621, 549]",0.06329201404813811,0,1,0,1663738,0
404,404,404,"[514, 716, 657, 769]","[310, 335, 635, 603]",0.0,0,1,0,0,0
405,405,405,"[87, 537, 195, 596]","[249, 207, 614, 619]",0.0,0,1,0,0,0
406,406,406,"[250, 723, 495, 789]","[370, 322, 668, 706]",0.0,0,1,0,1663738,0
407,407,407,"[69, 481, 214, 550]","[166, 194, 540, 528]",0.017618901365614677,0,1,0,0,0
408,408,408,"[109, 607, 264, 663]","[196, 268, 605, 647]",0.01747774352384424,0,1,0,1663738,0
409,409,409,"[221, 546, 478, 600]","[107, 139, 336, 237]",0.0,0,1,0,0,0
410,410,410,"[213, 630, 522, 684]","[234, 368, 554, 619]",0.0,0,1,0,787632,0
411,411,411,"[901, 1085, 1272, 1170]","[483, 610, 1265, 1289]",0.05888841779822228,0,1,0,0,0
412,412,412,"[836, 734, 1242, 835]","[493, 395, 1167, 1058]",0.074287594603488,0,1,0,789296,0
413,413,413,"[324, 482, 494, 520]","[241, 363, 515, 526]",0.14787139689578713,0,1,0,1557039,0
414,414,414,"[293, 599, 432, 628]","[271, 235, 566, 526]",0.0,0,1,0,1557039,0
415,415,415,"[698, 417, 793, 473]","[168, 170, 657, 543]",0.0,0,1,0,0,0
416,416,416,"[175, 448, 281, 523]","[173, 155, 422, 484]",0.04567743126463835,0,1,0,0,0
417,417,417,"[439, 533, 583, 568]","[133, 135, 402, 383]",0.0,0,1,0,1659658,0
418,418,418,"[250, 558, 426, 618]","[281, 235, 471, 419]",0.0,0,1,0,1658401,0
419,419,419,"[42, 618, 188, 692]","[157, 136, 500, 394]",0.0,0,1,0,0,0
420,420,420,"[443, 592, 603, 680]","[386, 234, 618, 542]",0.0,0,1,0,0,0
421,421,421,"[394, 531, 690, 591]","[449, 454, 589, 592]",0.29541473467284907,0,1,0,786239,0
422,422,422,"[224, 541, 544, 607]","[361, 566, 480, 583]",0.10043241735248988,0,1,0,786239,0
423,423,423,"[358, 455, 519, 499]","[201, 191, 428, 482]",0.02765797601491416,0,1,0,779338,0
424,424,424,"[818, 992, 1240, 1098]","[451, 433, 1187, 1092]",0.07560017883478215,0,1,0,984189,0
425,425,425,"[726, 765, 1268, 888]","[424, 482, 1301, 1299]",0.09375052213577201,0,1,0,984189,0
426,426,426,"[12, 333, 176, 382]","[208, 137, 332, 176]",0.0,0,1,0,1558806,0
427,427,427,"[341, 497, 651, 577]","[295, 410, 541, 556]",0.24393203883495146,0,1,0,1764066,0
428,428,428,"[70, 444, 142, 536]","[440, 308, 627, 612]",0.0,0,1,0,0,0
429,429,429,"[359, 357, 616, 422]","[219, 236, 485, 393]",0.08619645968999358,0,1,0,1764066,0
430,430,430,"[267, 742, 477, 786]","[352, 261, 608, 679]",0.0,0,1,0,1565390,0
431,431,431,"[258, 768, 488, 818]","[536, 577, 635, 627]",0.0,0,1,0,1565390,0
432,432,432,"[369, 442, 473, 483]","[189, 211, 436, 444]",0.0032777402872842957,0,1,0,0,0
433,433,433,"[364, 677, 640, 742]","[369, 322, 680, 715]",0.08122387099738136,0,1,0,0,0
434,434,434,"[199, 309, 411, 363]","[230, 207, 403, 341]",0.19488850422563894,0,1,0,1741499,0
435,435,435,"[948, 887, 1208, 945]","[838, 455, 1255, 997]",0.06784477517248672,0,1,0,0,0
436,436,436,"[947, 884, 1209, 946]","[838, 455, 1255, 997]",0.0729995506093209,0,1,0,0,0
437,437,437,"[944, 834, 1302, 913]","[354, 304, 1145, 970]",0.029880330754552313,0,1,0,0,0
438,438,438,"[436, 870, 581, 993]","[444, 465, 1266, 1069]",0.034298977564957,0,1,0,0,0
439,439,439,"[612, 1228, 824, 1281]","[505, 628, 1246, 1259]",0.0143909803010789,0,1,0,0,0
440,440,440,"[259, 433, 412, 475]","[227, 219, 423, 481]",0.1278106965702264,0,1,0,1155620,0
441,441,441,"[239, 452, 395, 490]","[295, 349, 358, 464]",0.06543452615021628,0,1,0,0,0
442,442,442,"[68, 543, 187, 586]","[227, 161, 433, 415]",0.0,0,1,0,0,0
443,443,443,"[482, 487, 559, 526]","[219, 219, 524, 463]",0.0,0,1,0,0,0
444,444,444,"[256, 618, 467, 664]","[278, 242, 344, 551]",0.0,0,1,0,0,0
445,445,445,"[268, 539, 450, 577]","[328, 244, 541, 553]",0.025756645074826893,0,1,0,0,0
446,446,446,"[200, 520, 432, 567]","[262, 217, 547, 546]",0.045736871823828344,0,1,0,1628982,0
447,447,447,"[244, 476, 438, 530]","[207, 150, 487, 487]",0.022638661803546723,0,1,0,1628982,0
448,448,448,"[348, 496, 527, 534]","[299, 383, 534, 522]",0.1380681818181818,0,1,0,1886694,0
449,449,449,"[788, 347, 907, 418]","[204, 220, 676, 672]",0.0,0,1,0,0,0
450,450,450,"[264, 409, 437, 450]","[294, 252, 599, 441]",0.07829181494661921,0,1,0,1886694,0
451,451,451,"[825, 458, 933, 550]","[251, 249, 621, 606]",0.0,0,1,0,0,0
452,452,452,"[473, 1130, 900, 1284]","[402, 433, 1303, 1263]",0.07560740887219036,0,1,0,0,0
453,453,453,"[1257, 1004, 1676, 1162]","[203, 136, 1097, 964]",0.0,0,1,0,1335849,0
454,454,454,"[90, 474, 271, 574]","[239, 257, 438, 491]",0.009168364511946657,0,1,0,0,0
455,455,455,"[222, 565, 427, 628]","[154, 233, 354, 400]",0.0,0,1,0,0,0
456,456,456,"[344, 455, 542, 513]","[142, 145, 519, 536]",0.06944286545444818,0,1,0,0,0
457,457,457,"[344, 527, 593, 582]","[288, 283, 591, 562]",0.0989888238424694,0,1,0,1143581,0
458,458,458,"[133, 433, 259, 522]","[251, 220, 553, 536]",0.007593441516438395,0,1,0,0,0
459,459,459,"[433, 598, 679, 651]","[264, 252, 632, 637]",0.05413745499824053,0,1,0,1426667,0
460,460,460,"[585, 524, 802, 620]","[220, 212, 679, 683]",0.04023121488227513,0,1,0,1426667,0
461,461,461,"[232, 441, 360, 473]","[135, 144, 255, 387]",0.0,0,1,0,0,0
462,462,462,"[572, 584, 832, 642]","[381, 280, 719, 719]",0.056036502018263844,0,1,0,1426667,0
463,463,463,"[351, 434, 486, 473]","[222, 273, 416, 458]",0.04118821767348976,0,1,0,0,0
464,464,464,"[306, 401, 482, 455]","[200, 207, 518, 501]",0.10344827586206896,0,1,0,1596352,0
465,465,465,"[317, 631, 438, 659]","[369, 409, 563, 463]",0.0,0,1,0,1297270,0
466,466,466,"[93, 632, 173, 673]","[191, 214, 523, 553]",0.0,0,1,0,0,0
467,467,467,"[95, 632, 175, 675]","[178, 249, 299, 495]",0.0,0,1,0,0,0
468,468,468,"[264, 609, 407, 642]","[100, 93, 466, 345]",0.0,0,1,0,1297270,0
469,469,469,"[209, 893, 487, 947]","[207, 189, 686, 778]",0.0,0,1,0,0,0
470,470,470,"[292, 481, 422, 536]","[269, 263, 748, 606]",0.04442829457364341,0,1,0,0,0
471,471,471,"[642, 362, 787, 394]","[235, 239, 752, 613]",0.018745682044983496,0,1,0,0,0
472,472,472,"[106, 1289, 406, 1468]","[451, 513, 1388, 1376]",0.0,0,1,0,0,0
473,473,473,"[613, 615, 925, 692]","[470, 361, 900, 714]",0.1453754756542673,0,1,0,809482,0
474,474,474,"[1207, 421, 1479, 545]","[480, 312, 1084, 850]",0.0,0,1,0,809482,0
475,475,475,"[702, 417, 1040, 495]","[473, 352, 966, 854]",0.08231496335440848,0,1,0,809482,0
476,476,476,"[821, 867, 1149, 937]","[497, 559, 1063, 940]",0.07747193533902111,0,1,0,1377157,0
477,477,477,"[1475, 692, 1611, 779]","[255, 237, 1235, 750]",0.0,0,1,0,0,0
478,478,478,"[1331, 631, 1500, 707]","[603, 292, 1066, 818]",0.0,0,1,0,0,0
479,479,479,"[760, 687, 1029, 754]","[374, 193, 983, 770]",0.04282164022175492,0,1,0,1377157,0
480,480,480,"[283, 706, 413, 739]","[230, 255, 591, 670]",0.0,0,1,0,0,0
481,481,481,"[569, 826, 691, 876]","[250, 249, 684, 684]",0.0,0,1,0,0,0
482,482,482,"[386, 674, 500, 731]","[190, 191, 588, 644]",0.0,0,1,0,0,0
483,483,483,"[88, 576, 172, 632]","[176, 145, 598, 597]",0.0,0,1,0,0,0
484,484,484,"[219, 409, 386, 446]","[158, 179, 538, 513]",0.05001762839346574,0,1,0,0,0
485,485,485,"[985, 865, 1387, 996]","[378, 389, 1389, 1125]",0.07132322576839124,0,1,0,813448,0
486,486,486,"[289, 297, 521, 338]","[118, 188, 507, 383]",0.11941112322791712,0,1,0,104787,0
487,487,487,"[399, 422, 584, 458]","[177, 179, 516, 446]",0.031035643647687582,0,1,0,0,0
488,488,488,"[171, 405, 332, 478]","[197, 200, 506, 477]",0.11251133272892112,0,1,0,0,0
489,489,489,"[529, 559, 675, 627]","[292, 307, 604, 606]",0.03633647093978784,0,1,0,0,0
490,490,490,"[257, 469, 427, 509]","[254, 292, 540, 491]",0.06503191243096663,0,1,0,0,0
491,491,491,"[471, 404, 608, 465]","[194, 240, 524, 514]",0.034790560410669934,0,1,0,0,0
492,492,492,"[609, 1414, 960, 1493]","[463, 426, 1290, 1295]",0.0,0,1,0,0,0
493,493,493,"[283, 577, 517, 812]","[296, 317, 1159, 1154]",0.07205611332691514,0,1,0,0,0
494,494,494,"[858, 1064, 1296, 1167]","[477, 548, 1264, 1267]",0.0741701244813278,0,1,0,1469092,0
495,495,495,"[1083, 874, 1280, 939]","[369, 331, 1171, 1073]",0.009728016322664092,0,1,0,0,0
496,496,496,"[311, 722, 516, 766]","[286, 263, 659, 627]",0.0,0,1,0,1742346,0
497,497,497,"[296, 649, 464, 693]","[186, 227, 536, 535]",0.0,0,1,0,1742346,0
498,498,498,"[250, 572, 407, 607]","[310, 344, 572, 612]",0.048390415186470435,0,1,0,1787586,0
499,499,499,"[61, 561, 141, 613]","[341, 347, 615, 582]",0.0,0,1,0,0,0
500,500,500,"[464, 569, 603, 635]","[254, 325, 564, 607]",0.042149078691120764,0,1,0,0,0
501,501,501,"[548, 1206, 858, 1283]","[422, 374, 1062, 1101]",0.0,0,1,0,0,0
502,502,502,"[446, 1244, 891, 1370]","[523, 497, 1245, 1225]",0.0,0,1,0,0,0
503,503,503,"[279, 1052, 554, 1185]","[298, 286, 1214, 1188]",0.041461743781882186,0,1,0,0,0
504,504,504,"[1391, 616, 1673, 759]","[309, 261, 1210, 1199]",0.0,0,1,0,0,0
505,505,505,"[1405, 927, 1641, 1082]","[373, 334, 1268, 1194]",0.0,0,1,0,0,0
506,506,506,"[386, 698, 664, 824]","[348, 352, 1172, 1092]",0.05796098638203901,0,1,0,0,0
507,507,507,"[827, 1093, 1250, 1187]","[456, 432, 1201, 1223]",0.059824983584864155,0,1,0,1612492,0
508,508,508,"[551, 1326, 1311, 1480]","[350, 353, 1343, 1302]",0.0,0,1,0,0,0
509,509,509,"[194, 524, 328, 571]","[212, 248, 593, 667]",0.03481624758220503,0,1,0,0,0
510,510,510,"[374, 553, 505, 623]","[303, 216, 587, 436]",0.0,0,1,0,0,0
511,511,511,"[224, 473, 439, 551]","[298, 362, 596, 624]",0.13278411041274576,0,1,0,0,0
512,512,512,"[395, 417, 638, 475]","[303, 400, 575, 498]",0.34735232890970597,0,1,0,1902291,0
513,513,513,"[236, 361, 428, 405]","[171, 155, 521, 470]",0.07830249918857514,0,1,0,0,0
514,514,514,"[726, 402, 823, 449]","[240, 161, 431, 457]",0.0,0,1,0,0,0
515,515,515,"[139, 485, 304, 532]","[176, 226, 596, 599]",0.03888714438234001,0,1,0,0,0
516,516,516,"[20, 404, 124, 470]","[189, 201, 615, 549]",0.0,0,1,0,0,0
517,517,517,"[749, 539, 910, 596]","[319, 317, 642, 466]",0.0,0,1,0,0,0
518,518,518,"[467, 341, 564, 366]","[254, 121, 547, 502]",0.01867849223946785,0,1,0,0,0
519,519,519,"[553, 302, 621, 344]","[247, 138, 495, 431]",0.0,0,1,0,0,0
520,520,520,"[657, 338, 734, 389]","[122, 123, 596, 406]",0.0,0,1,0,0,0
521,521,521,"[617, 342, 743, 408]","[77, 48, 567, 524]",0.0,0,1,0,0,0
522,522,522,"[196, 329, 265, 381]","[205, 181, 496, 389]",0.05256483212746931,0,1,0,0,0
523,523,523,"[723, 928, 881, 970]","[536, 644, 868, 953]",0.03571999887081142,0,1,0,0,0
524,524,524,"[545, 886, 716, 926]","[602, 634, 942, 933]",0.04506054263788144,0,1,0,0,0
525,525,525,"[470, 656, 624, 734]","[507, 509, 782, 849]",0.09606446892486525,0,1,0,0,0
526,526,526,"[722, 727, 872, 775]","[433, 522, 944, 769]",0.050773369199731,0,1,0,0,0
527,527,527,"[728, 930, 882, 969]","[536, 644, 868, 953]",0.031910680270825866,0,1,0,0,0
528,528,528,"[226, 817, 483, 882]","[106, 159, 591, 547]",0.0,0,1,0,937173,0
529,529,529,"[567, 632, 717, 703]","[222, 198, 682, 683]",0.02635373067815419,0,1,0,0,0
530,530,530,"[213, 569, 409, 618]","[218, 222, 672, 639]",0.05040957781978576,0,1,0,937173,0
531,531,531,"[572, 1170, 778, 1224]","[468, 463, 1154, 1225]",0.02171959685681091,0,1,0,0,0
532,532,532,"[587, 1473, 873, 1545]","[539, 402, 1237, 1236]",0.0,0,1,0,0,0
533,533,533,"[419, 598, 578, 634]","[327, 269, 719, 712]",0.033927056827820185,0,1,0,0,0
534,534,534,"[80, 647, 176, 689]","[211, 267, 505, 465]",0.0,0,1,0,0,0
535,535,535,"[153, 694, 284, 734]","[260, 184, 504, 558]",0.0,0,1,0,0,0
536,536,536,"[220, 663, 427, 714]","[304, 284, 608, 581]",0.0,0,1,0,1296304,0
537,537,537,"[138, 507, 254, 570]","[247, 137, 476, 478]",0.0,0,1,0,0,0
538,538,538,"[340, 379, 459, 441]","[241, 244, 458, 424]",0.1317639129597535,0,1,0,0,0
539,539,539,"[537, 247, 656, 301]","[153, 157, 460, 358]",0.0,0,1,0,0,0
540,540,540,"[647, 367, 739, 433]","[227, 246, 607, 363]",0.0,0,1,0,0,0
541,541,541,"[122, 249, 254, 302]","[211, 79, 414, 355]",0.038751345532831,0,1,0,0,0
